date,team,opponent,competition,home_away
2024-02-17T15:00Z,West Ham,Nottingham,Premier League,away
2024-02-17T15:00Z,Wolves,Tottenham,Premier League,away
2024-02-17T17:30Z,Chelsea,Manchester City,Premier League,away
2024-02-17T17:30Z,Manchester City,Chelsea,Premier League,home
2024-02-18T14:00Z,Brighton,Sheffield Utd,Premier League,away
2024-02-18T16:30Z,Manchester Utd,Luton Town,Premier League,away
2024-02-19T20:00Z,Crystal Palace,Everton,Premier League,away
2024-02-19T20:00Z,Everton,Crystal Palace,Premier League,home
2024-02-20T19:30Z,Brentford,Manchester City,Premier League,away
2024-02-20T19:30Z,Manchester City,Brentford,Premier League,home
2024-02-21T19:30Z,Liverpool,Luton Town,Premier League,home
2024-02-21T20:00Z,Arsenal,FC Porto,Champions League,away
2024-02-24T15:00Z,Aston Villa,Nottingham,Premier League,home
2024-02-24T15:00Z,Brighton,Everton,Premier League,home
2024-02-24T15:00Z,Burnley,Crystal Palace,Premier League,away
2024-02-24T15:00Z,Crystal Palace,Burnley,Premier League,home
2024-02-24T15:00Z,Everton,Brighton,Premier League,away
2024-02-24T15:00Z,Fulham,Manchester Utd,Premier League,away
2024-02-24T15:00Z,Manchester Utd,Fulham,Premier League,home
2024-02-24T15:00Z,Nottingham,Aston Villa,Premier League,away
2024-02-24T17:30Z,Bournemouth,Manchester City,Premier League,home
2024-02-24T17:30Z,Manchester City,Bournemouth,Premier League,away
2024-02-24T20:00Z,Arsenal,Newcastle,Premier League,home
2024-02-24T20:00Z,Newcastle,Arsenal,Premier League,away
2024-02-25T13:30Z,Wolves,Sheffield Utd,Premier League,home
2024-02-25T15:00Z,Chelsea,Liverpool,League Cup,home
2024-02-25T15:00Z,Liverpool,Chelsea,League Cup,away
2024-02-26T20:00Z,Brentford,West Ham,Premier League,away
2024-02-26T20:00Z,West Ham,Brentford,Premier League,home
2024-02-27T19:30Z,Bournemouth,Leicester,FA Cup,home
2024-02-27T20:00Z,Manchester City,Luton Town,FA Cup,away
2024-02-27T20:00Z,Newcastle,Blackburn Rovers,FA Cup,away
2024-02-28T19:30Z,Chelsea,Leeds,FA Cup,home
2024-02-28T19:30Z,Leeds,Chelsea,FA Cup,away
2024-02-28T19:45Z,Brighton,Wolves,FA Cup,away
2024-02-28T19:45Z,Manchester Utd,Nottingham,FA Cup,away
2024-02-28T19:45Z,Nottingham,Manchester Utd,FA Cup,home
2024-02-28T19:45Z,Wolves,Brighton,FA Cup,home
2024-02-28T20:00Z,Liverpool,Southampton,FA Cup,home
2024-03-02T15:00Z,Brentford,Chelsea,Premier League,home
2024-03-02T15:00Z,Brighton,Fulham,Premier League,away
2024-03-02T15:00Z,Chelsea,Brentford,Premier League,away
2024-03-02T15:00Z,Crystal Palace,Tottenham,Premier League,away
2024-03-02T15:00Z,Everton,West Ham,Premier League,home
2024-03-02T15:00Z,Fulham,Brighton,Premier League,home
2024-03-02T15:00Z,Liverpool,Nottingham,Premier League,away
2024-03-02T15:00Z,Newcastle,Wolves,Premier League,home
2024-03-02T15:00Z,Nottingham,Liverpool,Premier League,home
2024-03-02T15:00Z,Tottenham,Crystal Palace,Premier League,home
2024-03-02T15:00Z,West Ham,Everton,Premier League,away
2024-03-02T15:00Z,Wolves,Newcastle,Premier League,away
2024-03-02T17:30Z,Aston Villa,Luton Town,Premier League,away
2024-03-03T13:00Z,Bournemouth,Burnley,Premier League,away
2024-03-03T13:00Z,Burnley,Bournemouth,Premier League,home
2024-03-03T15:30Z,Manchester City,Manchester Utd,Premier League,home
2024-03-03T15:30Z,Manchester Utd,Manchester City,Premier League,away
2024-03-04T20:00Z,Arsenal,Sheffield Utd,Premier League,away
2024-03-06T20:00Z,Manchester City,F.C. København,Champions League,home
2024-03-07T17:45Z,Aston Villa,Ajax Amsterdam,Conference League,away
2024-03-07T17:45Z,Brighton,AS Roma,Europa League,away
2024-03-07T17:45Z,Liverpool,Sparta Prague,Europa League,away
2024-03-07T20:00Z,West Ham,SC Freiburg,Europa League,away
2024-03-09T12:30Z,Everton,Manchester Utd,Premier League,away
2024-03-09T12:30Z,Manchester Utd,Everton,Premier League,home
2024-03-09T15:00Z,Bournemouth,Sheffield Utd,Premier League,home
2024-03-09T15:00Z,Crystal Palace,Luton Town,Premier League,home
2024-03-09T15:00Z,Fulham,Wolves,Premier League,away
2024-03-09T15:00Z,Wolves,Fulham,Premier League,home
2024-03-09T17:30Z,Arsenal,Brentford,Premier League,home
2024-03-09T17:30Z,Brentford,Arsenal,Premier League,away
2024-03-10T13:00Z,Aston Villa,Tottenham,Premier League,home
2024-03-10T13:00Z,Tottenham,Aston Villa,Premier League,away
2024-03-10T14:00Z,Brighton,Nottingham,Premier League,home
2024-03-10T14:00Z,Burnley,West Ham,Premier League,away
2024-03-10T14:00Z,Nottingham,Brighton,Premier League,away
2024-03-10T14:00Z,West Ham,Burnley,Premier League,home
2024-03-10T15:45Z,Liverpool,Manchester City,Premier League,home
2024-03-10T15:45Z,Manchester City,Liverpool,Premier League,away
2024-03-11T20:00Z,Chelsea,Newcastle,Premier League,home
2024-03-11T20:00Z,Newcastle,Chelsea,Premier League,away
2024-03-12T20:00Z,Arsenal,FC Porto,Champions League,home
2024-03-13T19:30Z,Bournemouth,Luton Town,Premier League,home
2024-03-14T17:45Z,West Ham,SC Freiburg,Europa League,home
2024-03-14T20:00Z,Aston Villa,Ajax Amsterdam,Conference League,home
2024-03-14T20:00Z,Brighton,AS Roma,Europa League,home
2024-03-14T20:00Z,Liverpool,Sparta Prague,Europa League,home
2024-03-16T12:15Z,Wolves,Coventry City,FA Cup,home
2024-03-16T15:00Z,Brentford,Burnley,Premier League,away
2024-03-16T15:00Z,Burnley,Brentford,Premier League,home
2024-03-16T15:00Z,Nottingham,Luton Town,Premier League,away
2024-03-16T17:30Z,Fulham,Tottenham,Premier League,home
2024-03-16T17:30Z,Manchester City,Newcastle,FA Cup,home
2024-03-16T17:30Z,Newcastle,Manchester City,FA Cup,away
2024-03-16T17:30Z,Tottenham,Fulham,Premier League,away
2024-03-17T12:45Z,Chelsea,Leicester,FA Cup,home
2024-03-17T14:00Z,Aston Villa,West Ham,Premier League,away
2024-03-17T14:00Z,West Ham,Aston Villa,Premier League,home
2024-03-17T15:30Z,Liverpool,Manchester Utd,FA Cup,away
2024-03-17T15:30Z,Manchester Utd,Liverpool,FA Cup,home
2024-03-30T12:30Z,Newcastle,West Ham,Premier League,home
2024-03-30T12:30Z,West Ham,Newcastle,Premier League,away
2024-03-30T15:00Z,Bournemouth,Everton,Premier League,home
2024-03-30T15:00Z,Burnley,Chelsea,Premier League,away
2024-03-30T15:00Z,Chelsea,Burnley,Premier League,home
2024-03-30T15:00Z,Crystal Palace,Nottingham,Premier League,away
2024-03-30T15:00Z,Everton,Bournemouth,Premier League,away
2024-03-30T15:00Z,Fulham,Sheffield Utd,Premier League,away
2024-03-30T15:00Z,Nottingham,Crystal Palace,Premier League,home
2024-03-30T15:00Z,Tottenham,Luton Town,Premier League,home
2024-03-30T17:30Z,Aston Villa,Wolves,Premier League,home
2024-03-30T17:30Z,Wolves,Aston Villa,Premier League,away
2024-03-30T20:00Z,Brentford,Manchester Utd,Premier League,home
2024-03-30T20:00Z,Manchester Utd,Brentford,Premier League,away
2024-03-31T13:00Z,Brighton,Liverpool,Premier League,away
2024-03-31T13:00Z,Liverpool,Brighton,Premier League,home
2024-03-31T15:30Z,Arsenal,Manchester City,Premier League,away
2024-03-31T15:30Z,Manchester City,Arsenal,Premier League,home
2024-04-02T18:30Z,Everton,Newcastle,Premier League,away
2024-04-02T18:30Z,Fulham,Nottingham,Premier League,away
2024-04-02T18:30Z,Newcastle,Everton,Premier League,home
2024-04-02T18:30Z,Nottingham,Fulham,Premier League,home
2024-04-02T18:45Z,Bournemouth,Crystal Palace,Premier League,home
2024-04-02T18:45Z,Burnley,Wolves,Premier League,home
2024-04-02T18:45Z,Crystal Palace,Bournemouth,Premier League,away
2024-04-02T18:45Z,Wolves,Burnley,Premier League,away
2024-04-02T19:15Z,Tottenham,West Ham,Premier League,away
2024-04-02T19:15Z,West Ham,Tottenham,Premier League,home
2024-04-03T18:30Z,Arsenal,Luton Town,Premier League,home
2024-04-03T18:30Z,Brentford,Brighton,Premier League,home
2024-04-03T18:30Z,Brighton,Brentford,Premier League,away
2024-04-03T19:15Z,Aston Villa,Manchester City,Premier League,away
2024-04-03T19:15Z,Manchester City,Aston Villa,Premier League,home
2024-04-04T18:30Z,Liverpool,Sheffield Utd,Premier League,home
2024-04-04T19:15Z,Chelsea,Manchester Utd,Premier League,home
2024-04-04T19:15Z,Manchester Utd,Chelsea,Premier League,away
2024-04-06T11:30Z,Crystal Palace,Manchester City,Premier League,home
2024-04-06T11:30Z,Manchester City,Crystal Palace,Premier League,away
2024-04-06T14:00Z,Bournemouth,Luton Town,Premier League,away
2024-04-06T14:00Z,Aston Villa,Brentford,Premier League,home
2024-04-06T14:00Z,Brentford,Aston Villa,Premier League,away
2024-04-06T14:00Z,Burnley,Everton,Premier League,away
2024-04-06T14:00Z,Everton,Burnley,Premier League,home
2024-04-06T14:00Z,Fulham,Newcastle,Premier League,home
2024-04-06T14:00Z,Newcastle,Fulham,Premier League,away
2024-04-06T14:00Z,West Ham,Wolves,Premier League,away
2024-04-06T14:00Z,Wolves,West Ham,Premier League,home
2024-04-06T16:30Z,Arsenal,Brighton,Premier League,away
2024-04-06T16:30Z,Brighton,Arsenal,Premier League,home
2024-04-07T14:30Z,Liverpool,Manchester Utd,Premier League,away
2024-04-07T14:30Z,Manchester Utd,Liverpool,Premier League,home
2024-04-07T16:30Z,Chelsea,Sheffield Utd,Premier League,away
2024-04-07T17:00Z,Nottingham,Tottenham,Premier League,away
2024-04-07T17:00Z,Tottenham,Nottingham,Premier League,home
2024-04-09T19:00Z,Arsenal,Bayern Munich,Champions League,home
2024-04-09T19:00Z,Manchester City,Real Madrid,Champions League,away
2024-04-11T19:00Z,Aston Villa,Lille,Conference League,home
2024-04-11T19:00Z,Liverpool,Atalanta,Europa League,home
2024-04-11T19:00Z,West Ham,Bayer Leverkusen,Europa League,away
2024-04-13T11:30Z,Newcastle,Tottenham,Premier League,home
2024-04-13T11:30Z,Tottenham,Newcastle,Premier League,away
2024-04-13T14:00Z,Brentford,Sheffield Utd,Premier League,home
2024-04-13T14:00Z,Brighton,Burnley,Premier League,away
2024-04-13T14:00Z,Burnley,Brighton,Premier League,home
2024-04-13T14:00Z,Manchester City,Luton Town,Premier League,home
2024-04-13T14:00Z,Nottingham,Wolves,Premier League,home
2024-04-13T14:00Z,Wolves,Nottingham,Premier League,away
2024-04-13T16:30Z,Bournemouth,Manchester Utd,Premier League,home
2024-04-13T16:30Z,Manchester Utd,Bournemouth,Premier League,away
2024-04-14T13:00Z,Crystal Palace,Liverpool,Premier League,away
2024-04-14T13:00Z,Fulham,West Ham,Premier League,away
2024-04-14T13:00Z,Liverpool,Crystal Palace,Premier League,home
2024-04-14T13:00Z,West Ham,Fulham,Premier League,home
2024-04-14T15:30Z,Arsenal,Aston Villa,Premier League,home
2024-04-14T15:30Z,Aston Villa,Arsenal,Premier League,away
2024-04-15T19:00Z,Chelsea,Everton,Premier League,home
2024-04-15T19:00Z,Everton,Chelsea,Premier League,away
2024-04-17T19:00Z,Arsenal,Bayern Munich,Champions League,away
2024-04-17T19:00Z,Manchester City,Real Madrid,Champions League,home
2024-04-18T16:45Z,Aston Villa,Lille,Conference League,away
2024-04-18T19:00Z,Liverpool,Atalanta,Europa League,away
2024-04-18T19:00Z,West Ham,Bayer Leverkusen,Europa League,home
2024-04-20T14:00Z,Brentford,Luton Town,Premier League,away
2024-04-20T14:00Z,Burnley,Sheffield Utd,Premier League,away
2024-04-20T16:15Z,Chelsea,Manchester City,FA Cup,away
2024-04-20T16:15Z,Manchester City,Chelsea,FA Cup,home
2024-04-20T18:30Z,Arsenal,Wolves,Premier League,away
2024-04-20T18:30Z,Wolves,Arsenal,Premier League,home
2024-04-21T12:30Z,Everton,Nottingham,Premier League,home
2024-04-21T12:30Z,Nottingham,Everton,Premier League,away
2024-04-21T14:00Z,Bournemouth,Aston Villa,Premier League,away
2024-04-21T14:00Z,Aston Villa,Bournemouth,Premier League,home
2024-04-21T14:00Z,Crystal Palace,West Ham,Premier League,home
2024-04-21T14:00Z,West Ham,Crystal Palace,Premier League,away
2024-04-21T14:30Z,Manchester Utd,Coventry City,FA Cup,away
2024-04-21T15:30Z,Fulham,Liverpool,Premier League,home
2024-04-21T15:30Z,Liverpool,Fulham,Premier League,away
2024-04-23T19:00Z,Arsenal,Chelsea,Premier League,home
2024-04-23T19:00Z,Chelsea,Arsenal,Premier League,away
2024-04-24T18:45Z,Bournemouth,Wolves,Premier League,away
2024-04-24T18:45Z,Wolves,Bournemouth,Premier League,home
2024-04-24T19:00Z,Crystal Palace,Newcastle,Premier League,home
2024-04-24T19:00Z,Everton,Liverpool,Premier League,home
2024-04-24T19:00Z,Liverpool,Everton,Premier League,away
2024-04-24T19:00Z,Manchester Utd,Sheffield Utd,Premier League,home
2024-04-24T19:00Z,Newcastle,Crystal Palace,Premier League,away
2024-04-25T19:00Z,Brighton,Manchester City,Premier League,home
2024-04-25T19:00Z,Manchester City,Brighton,Premier League,away
2024-04-27T11:30Z,Liverpool,West Ham,Premier League,away
2024-04-27T11:30Z,West Ham,Liverpool,Premier League,home
2024-04-27T14:00Z,Burnley,Manchester Utd,Premier League,away
2024-04-27T14:00Z,Crystal Palace,Fulham,Premier League,away
2024-04-27T14:00Z,Fulham,Crystal Palace,Premier League,home
2024-04-27T14:00Z,Manchester Utd,Burnley,Premier League,home
2024-04-27T14:00Z,Newcastle,Sheffield Utd,Premier League,home
2024-04-27T14:00Z,Wolves,Luton Town,Premier League,home
2024-04-27T16:30Z,Brentford,Everton,Premier League,away
2024-04-27T16:30Z,Everton,Brentford,Premier League,home
2024-04-27T19:00Z,Aston Villa,Chelsea,Premier League,home
2024-04-27T19:00Z,Chelsea,Aston Villa,Premier League,away
2024-04-28T13:00Z,Bournemouth,Brighton,Premier League,home
2024-04-28T13:00Z,Arsenal,Tottenham,Premier League,away
2024-04-28T13:00Z,Brighton,Bournemouth,Premier League,away
2024-04-28T13:00Z,Tottenham,Arsenal,Premier League,home
2024-04-28T15:30Z,Manchester City,Nottingham,Premier League,away
2024-04-28T15:30Z,Nottingham,Manchester City,Premier League,home
2024-05-02T18:30Z,Chelsea,Tottenham,Premier League,home
2024-05-02T18:30Z,Tottenham,Chelsea,Premier League,away
2024-05-02T19:00Z,Aston Villa,Olympiacos,Conference League,home
2024-05-03T19:00Z,Everton,Luton Town,Premier League,away
2024-05-04T11:30Z,Bournemouth,Arsenal,Premier League,away
2024-05-04T11:30Z,Arsenal,Bournemouth,Premier League,home
2024-05-04T14:00Z,Brentford,Fulham,Premier League,home
2024-05-04T14:00Z,Burnley,Newcastle,Premier League,home
2024-05-04T14:00Z,Fulham,Brentford,Premier League,away
2024-05-04T14:00Z,Newcastle,Burnley,Premier League,away
2024-05-04T14:00Z,Nottingham,Sheffield Utd,Premier League,away
2024-05-04T16:30Z,Manchester City,Wolves,Premier League,home
2024-05-04T16:30Z,Wolves,Manchester City,Premier League,away
2024-05-05T13:00Z,Aston Villa,Brighton,Premier League,away
2024-05-05T13:00Z,Brighton,Aston Villa,Premier League,home
2024-05-05T13:00Z,Chelsea,West Ham,Premier League,home
2024-05-05T13:00Z,West Ham,Chelsea,Premier League,away
2024-05-05T15:30Z,Liverpool,Tottenham,Premier League,home
2024-05-05T15:30Z,Tottenham,Liverpool,Premier League,away
2024-05-06T19:00Z,Crystal Palace,Manchester Utd,Premier League,home
2024-05-06T19:00Z,Manchester Utd,Crystal Palace,Premier League,away
2024-05-09T19:00Z,Aston Villa,Olympiacos,Conference League,away
2024-05-11T11:30Z,Fulham,Manchester City,Premier League,home
2024-05-11T11:30Z,Manchester City,Fulham,Premier League,away
2024-05-11T14:00Z,Bournemouth,Brentford,Premier League,home
2024-05-11T14:00Z,Brentford,Bournemouth,Premier League,away
2024-05-11T14:00Z,Brighton,Newcastle,Premier League,away
2024-05-11T14:00Z,Burnley,Tottenham,Premier League,away
2024-05-11T14:00Z,Crystal Palace,Wolves,Premier League,away
2024-05-11T14:00Z,Everton,Sheffield Utd,Premier League,home
2024-05-11T14:00Z,Newcastle,Brighton,Premier League,home
2024-05-11T14:00Z,Tottenham,Burnley,Premier League,home
2024-05-11T14:00Z,West Ham,Luton Town,Premier League,home
2024-05-11T14:00Z,Wolves,Crystal Palace,Premier League,home
2024-05-11T16:30Z,Chelsea,Nottingham,Premier League,away
2024-05-11T16:30Z,Nottingham,Chelsea,Premier League,home
2024-05-12T15:30Z,Arsenal,Manchester Utd,Premier League,away
2024-05-12T15:30Z,Manchester Utd,Arsenal,Premier League,home
2024-05-13T19:00Z,Aston Villa,Liverpool,Premier League,home
2024-05-13T19:00Z,Liverpool,Aston Villa,Premier League,away
2024-05-14T19:00Z,Manchester City,Tottenham,Premier League,away
2024-05-14T19:00Z,Tottenham,Manchester City,Premier League,home
2024-05-15T18:45Z,Brighton,Chelsea,Premier League,home
2024-05-15T18:45Z,Chelsea,Brighton,Premier League,away
2024-05-15T19:00Z,Manchester Utd,Newcastle,Premier League,home
2024-05-15T19:00Z,Newcastle,Manchester Utd,Premier League,away
2024-05-19T15:00Z,Bournemouth,Chelsea,Premier League,away
2024-05-19T15:00Z,Arsenal,Everton,Premier League,home
2024-05-19T15:00Z,Aston Villa,Crystal Palace,Premier League,away
2024-05-19T15:00Z,Brentford,Newcastle,Premier League,home
2024-05-19T15:00Z,Brighton,Manchester Utd,Premier League,home
2024-05-19T15:00Z,Burnley,Nottingham,Premier League,home
2024-05-19T15:00Z,Chelsea,Bournemouth,Premier League,home
2024-05-19T15:00Z,Crystal Palace,Aston Villa,Premier League,home
2024-05-19T15:00Z,Everton,Arsenal,Premier League,away
2024-05-19T15:00Z,Fulham,Luton Town,Premier League,away
2024-05-19T15:00Z,Liverpool,Wolves,Premier League,home
2024-05-19T15:00Z,Manchester City,West Ham,Premier League,home
2024-05-19T15:00Z,Manchester Utd,Brighton,Premier League,away
2024-05-19T15:00Z,Newcastle,Brentford,Premier League,away
2024-05-19T15:00Z,Nottingham,Burnley,Premier League,away
2024-05-19T15:00Z,Tottenham,Sheffield Utd,Premier League,away
2024-05-19T15:00Z,West Ham,Manchester City,Premier League,away
2024-05-19T15:00Z,Wolves,Liverpool,Premier League,away
2024-05-25T14:00Z,Manchester City,Manchester Utd,FA Cup,home
2024-05-25T14:00Z,Manchester Utd,Manchester City,FA Cup,away
